mode,round,slot,arch_name,experiment_id,model_dir,has_model,has_config
Sequential,r029,9,tensorized_spectral_adapter_unet,r029_full_tensorized_spectral_adapter_unet_nc28_lr0.0003_masked_l1_gradient,model_rounds/r029/model_09_tensorized_spectral_adapter_unet,true,true
Sequential,r029,11,wavelet_refine_unet,r029_full_wavelet_refine_unet_nc32_lr0.0003_masked_l1_gradient,model_rounds/r029/model_11_wavelet_refine_unet,true,true
Sequential,r030,0,boundary_crossattn_unet,r030_full_boundary_crossattn_unet_nc24_lr0.0003_masked_l1_gradient,model_rounds/r030/model_00_boundary_crossattn_unet,true,true
Sequential,r030,1,dual_aggregate_detail_gate_unet,r030_full_dual_aggregate_detail_gate_unet_nc24_lr0.0003_masked_l1_gradient,model_rounds/r030/model_01_dual_aggregate_detail_gate_unet,true,true
Sequential,r030,2,hypercoord_microdecoder_unet,r030_full_hypercoord_microdecoder_unet_nc24_lr0.0003_masked_l1_gradient,model_rounds/r030/model_02_hypercoord_microdecoder_unet,true,true
Sequential,r030,3,multiscale_memory_token_unet,r030_full_multiscale_memory_token_unet_nc24_lr0.0003_masked_l1_gradient,model_rounds/r030/model_03_multiscale_memory_token_unet,true,true
Sequential,r030,4,shape_basis_residual_head_unet,r030_full_shape_basis_residual_head_unet_nc24_lr0.0003_masked_l1_gradient,model_rounds/r030/model_04_shape_basis_residual_head_unet,true,true
Sequential,r030,5,shared_expert_center_router_unet,r030_full_shared_expert_center_router_unet_nc24_lr0.0003_masked_l1_gradient,model_rounds/r030/model_05_shared_expert_center_router_unet,true,true
Sequential,r030,6,sparse_fourier_delta_adapter_unet,r030_full_sparse_fourier_delta_adapter_unet_nc24_lr0.0003_masked_l1_gradient,model_rounds/r030/model_06_sparse_fourier_delta_adapter_unet,true,true
Sequential,r030,7,tensorized_spectral_adapter_unet,r030_full_tensorized_spectral_adapter_unet_nc24_lr0.0003_masked_l1_gradient,model_rounds/r030/model_07_tensorized_spectral_adapter_unet,true,true
Sequential,r030,8,tensorized_spectral_adapter_unet,r030_full_tensorized_spectral_adapter_unet_nc26_lr0.0003_masked_l1_gradient,model_rounds/r030/model_08_tensorized_spectral_adapter_unet,true,true
Sequential,r030,10,wavelet_refine_unet,r030_full_wavelet_refine_unet_nc32_lr0.0003_masked_l1_gradient,model_rounds/r030/model_10_wavelet_refine_unet,true,true
Sequential,r030,11,wavelet_refine_unet,r030_full_wavelet_refine_unet_nc36_lr0.0003_masked_l1_gradient,model_rounds/r030/model_11_wavelet_refine_unet,true,true
Sequential,r031,0,boundary_token_film_unet,r031_full_boundary_token_film_unet_nc24_lr0.0003_masked_l1_gradient,model_rounds/r031/model_00_boundary_token_film_unet,true,true
Sequential,r031,1,dual_aggregate_detail_gate_unet,r031_full_dual_aggregate_detail_gate_unet_nc22_lr0.0003_masked_l1_gradient,model_rounds/r031/model_01_dual_aggregate_detail_gate_unet,true,true
Sequential,r031,2,dual_aggregate_detail_gate_unet,r031_full_dual_aggregate_detail_gate_unet_nc24_lr0.0003_masked_l1_gradient,model_rounds/r031/model_02_dual_aggregate_detail_gate_unet,true,true
Sequential,r031,3,hypercoord_microdecoder_unet,r031_full_hypercoord_microdecoder_unet_nc24_lr0.0003_masked_l1_gradient,model_rounds/r031/model_03_hypercoord_microdecoder_unet,true,true
Sequential,r031,4,invariant_height_descriptor_unet,r031_full_invariant_height_descriptor_unet_nc24_lr0.0003_masked_l1_gradient,model_rounds/r031/model_04_invariant_height_descriptor_unet,true,true
Sequential,r031,5,local_spectral_wavelet_operator_unet,r031_full_local_spectral_wavelet_operator_unet_nc24_lr0.0003_masked_l1_gradient,model_rounds/r031/model_05_local_spectral_wavelet_operator_unet,true,true
Sequential,r031,6,lowrank_context_adapter_unet,r031_full_lowrank_context_adapter_unet_nc24_lr0.0003_masked_l1_gradient,model_rounds/r031/model_06_lowrank_context_adapter_unet,true,true
Sequential,r031,7,omniscan_skip_mixer_unet,r031_full_omniscan_skip_mixer_unet_nc24_lr0.0003_masked_l1_gradient,model_rounds/r031/model_07_omniscan_skip_mixer_unet,true,true
Sequential,r031,8,tensorized_spectral_adapter_unet,r031_full_tensorized_spectral_adapter_unet_nc22_lr0.0003_masked_l1_gradient,model_rounds/r031/model_08_tensorized_spectral_adapter_unet,true,true
Sequential,r031,9,tensorized_spectral_adapter_unet,r031_full_tensorized_spectral_adapter_unet_nc24_lr0.0003_masked_l1_gradient,model_rounds/r031/model_09_tensorized_spectral_adapter_unet,true,true
Sequential,r031,10,wavelet_refine_unet,r031_full_wavelet_refine_unet_nc32_lr0.0003_masked_l1_gradient,model_rounds/r031/model_10_wavelet_refine_unet,true,true
